x,y
41.0000,1.4863
41.2500,1.4142
41.5000,1.3383
41.7500,1.2586
42.0000,1.1756
42.2500,1.0893
42.5000,1.0000
42.7500,0.9080
43.0000,0.8135
43.2500,0.7167
43.5000,0.6180
43.7500,0.5176
44.0000,0.4158
44.2500,0.3129
44.5000,0.2091
44.7500,0.1047
45.0000,0.0000
45.2500,-0.1047
45.5000,-0.2091
45.7500,-0.3129
46.0000,-0.4158
46.2500,-0.5176
46.5000,-0.6180
46.7500,-0.7167
47.0000,-0.8135
47.2500,-0.9080
47.5000,-1.0000
47.7500,-1.0893
48.0000,-1.1756
48.2500,-1.2586
48.5000,-1.3383
48.7500,-1.4142
49.0000,-1.4863
49.2500,-1.5543
49.5000,-1.6180
49.7500,-1.6773
50.0000,-1.7321
50.2500,-1.7820
50.5000,-1.8271
50.7500,-1.8672
51.0000,-1.9021
51.2500,-1.9319
51.5000,-1.9563
51.7500,-1.9754
52.0000,-1.9890
52.2500,-1.9973
52.5000,-2.0000
52.7500,-1.9973
53.0000,-1.9890
53.2500,-1.9754
53.5000,-1.9563
53.7500,-1.9319
54.0000,-1.9021
54.2500,-1.8672
54.5000,-1.8271
54.7500,-1.7820
55.0000,-1.7321
55.2500,-1.6773
55.5000,-1.6180
55.7500,-1.5543
56.0000,-1.4863
56.2500,-1.4142
56.5000,-1.3383
56.7500,-1.2586
57.0000,-1.1756
57.2500,-1.0893
57.5000,-1.0000
57.7500,-0.9080
58.0000,-0.8135
58.2500,-0.7167
58.5000,-0.6180
58.7500,-0.5176
59.0000,-0.4158
59.2500,-0.3129
59.5000,-0.2091
59.7500,-0.1047
60.0000,-0.0000
60.2500,0.1047
60.5000,0.2091
60.7500,0.3129
61.0000,0.4158
61.2500,0.5176
61.5000,0.6180
61.7500,0.7167
62.0000,0.8135
62.2500,0.9080
62.5000,1.0000
62.7500,1.0893
63.0000,1.1756
63.2500,1.2586
63.5000,1.3383
63.7500,1.4142
64.0000,1.4863
64.2500,1.5543
64.5000,1.6180
64.7500,1.6773
65.0000,1.7321
65.2500,1.7820
65.5000,1.8271
65.7500,1.8672
66.0000,1.9021
66.2500,1.9319
66.5000,1.9563
66.7500,1.9754
67.0000,1.9890
67.2500,1.9973
67.5000,2.0000
67.7500,1.9973
68.0000,1.9890
68.2500,1.9754
68.5000,1.9563
68.7500,1.9319
69.0000,1.9021
69.2500,1.8672
69.5000,1.8271
69.7500,1.7820
70.0000,1.7321
70.2500,1.6773
70.5000,1.6180
70.7500,1.5543
71.0000,1.4863
71.2500,1.4142
71.5000,1.3383
71.7500,1.2586
72.0000,1.1756
72.2500,1.0893
72.5000,1.0000
72.7500,0.9080
73.0000,0.8135
73.2500,0.7167
73.5000,0.6180
73.7500,0.5176
74.0000,0.4158
74.2500,0.3129
74.5000,0.2091
74.7500,0.1047
75.0000,0.0000
75.2500,-0.1047
75.5000,-0.2091
75.7500,-0.3129
76.0000,-0.4158
76.2500,-0.5176
76.5000,-0.6180
76.7500,-0.7167
77.0000,-0.8135
77.2500,-0.9080
77.5000,-1.0000
77.7500,-1.0893
78.0000,-1.1756
78.2500,-1.2586
78.5000,-1.3383
78.7500,-1.4142
79.0000,-1.4863
79.2500,-1.5543
79.5000,-1.6180
79.7500,-1.6773
80.0000,-1.7321
80.2500,-1.7820
80.5000,-1.8271
80.7500,-1.8672
81.0000,-1.9021
81.2500,-1.9319
81.5000,-1.9563
81.7500,-1.9754
82.0000,-1.9890
82.2500,-1.9973
82.5000,-2.0000
82.7500,-1.9973
83.0000,-1.9890
83.2500,-1.9754
83.5000,-1.9563
83.7500,-1.9319
84.0000,-1.9021
84.2500,-1.8672
84.5000,-1.8271
84.7500,-1.7820
85.0000,-1.7321
85.2500,-1.6773
85.5000,-1.6180
85.7500,-1.5543
86.0000,-1.4863
86.2500,-1.4142
86.5000,-1.3383
86.7500,-1.2586
87.0000,-1.1756
87.2500,-1.0893
87.5000,-1.0000
87.7500,-0.9080
88.0000,-0.8135
88.2500,-0.7167
88.5000,-0.6180
88.7500,-0.5176
89.0000,-0.4158
89.2500,-0.3129
89.5000,-0.2091
89.7500,-0.1047
90.0000,-0.0000
90.2500,0.1047
90.5000,0.2091
90.7500,0.3129
91.0000,0.4158
91.2500,0.5176
91.5000,0.6180
91.7500,0.7167
92.0000,0.8135
92.2500,0.9080
92.5000,1.0000
92.7500,1.0893
93.0000,1.1756
93.2500,1.2586
93.5000,1.3383
93.7500,1.4142
94.0000,1.4863
94.2500,1.5543
94.5000,1.6180
94.7500,1.6773
95.0000,1.7321
95.2500,1.7820
95.5000,1.8271
95.7500,1.8672
96.0000,1.9021
96.2500,1.9319
96.5000,1.9563
96.7500,1.9754
97.0000,1.9890
97.2500,1.9973
97.5000,2.0000
97.7500,1.9973
98.0000,1.9890
98.2500,1.9754
98.5000,1.9563
98.7500,1.9319
99.0000,1.9021
99.2500,1.8672
99.5000,1.8271
99.7500,1.7820
100.0000,1.7321
100.2500,1.6773
100.5000,1.6180
100.7500,1.5543
101.0000,1.4863
101.2500,1.4142
101.5000,1.3383
101.7500,1.2586
102.0000,1.1756
102.2500,1.0893
102.5000,1.0000
102.7500,0.9080
103.0000,0.8135
103.2500,0.7167
103.5000,0.6180
103.7500,0.5176
104.0000,0.4158
104.2500,0.3129
104.5000,0.2091
104.7500,0.1047
105.0000,0.0000
105.2500,-0.1047
105.5000,-0.2091
105.7500,-0.3129
106.0000,-0.4158
106.2500,-0.5176
106.5000,-0.6180
106.7500,-0.7167
107.0000,-0.8135
107.2500,-0.9080
107.5000,-1.0000
107.7500,-1.0893
108.0000,-1.1756
108.2500,-1.2586
108.5000,-1.3383
108.7500,-1.4142
109.0000,-1.4863
109.2500,-1.5543
109.5000,-1.6180
109.7500,-1.6773
110.0000,-1.7321
110.2500,-1.7820
110.5000,-1.8271
110.7500,-1.8672
111.0000,-1.9021
111.2500,-1.9319
111.5000,-1.9563
111.7500,-1.9754
112.0000,-1.9890
112.2500,-1.9973
112.5000,-2.0000
112.7500,-1.9973
113.0000,-1.9890
113.2500,-1.9754
113.5000,-1.9563
113.7500,-1.9319
114.0000,-1.9021
114.2500,-1.8672
114.5000,-1.8271
114.7500,-1.7820
115.0000,-1.7321
115.2500,-1.6773
115.5000,-1.6180
115.7500,-1.5543
116.0000,-1.4863
116.2500,-1.4142
116.5000,-1.3383
116.7500,-1.2586
117.0000,-1.1756
117.2500,-1.0893
117.5000,-1.0000
117.7500,-0.9080
118.0000,-0.8135
118.2500,-0.7167
118.5000,-0.6180
118.7500,-0.5176
119.0000,-0.4158
119.2500,-0.3129
119.5000,-0.2091
119.7500,-0.1047
120.0000,-0.0000
120.2500,0.1047
120.5000,0.2091
120.7500,0.3129
121.0000,0.4158
121.2500,0.5176
121.5000,0.6180
121.7500,0.7167
122.0000,0.8135
122.2500,0.9080
122.5000,1.0000
122.7500,1.0893
123.0000,1.1756
123.2500,1.2586
123.5000,1.3383
123.7500,1.4142
124.0000,1.4863
124.2500,1.5543
124.5000,1.6180
124.7500,1.6773
125.0000,1.7321
125.2500,1.7820
125.5000,1.8271
125.7500,1.8672
126.0000,1.9021
126.2500,1.9319
126.5000,1.9563
126.7500,1.9754
127.0000,1.9890
127.2500,1.9973
127.5000,2.0000
127.7500,1.9973
128.0000,1.9890
128.2500,1.9754
128.5000,1.9563
128.7500,1.9319
129.0000,1.9021
129.2500,1.8672
129.5000,1.8271
129.7500,1.7820
130.0000,1.7321
130.2500,1.6773
130.5000,1.6180
130.7500,1.5543
131.0000,1.4863
131.2500,1.4142
131.5000,1.3383
131.7500,1.2586
132.0000,1.1756
132.2500,1.0893
132.5000,1.0000
132.7500,0.9080
133.0000,0.8135
133.2500,0.7167
133.5000,0.6180
133.7500,0.5176
134.0000,0.4158
134.2500,0.3129
134.5000,0.2091
134.7500,0.1047
135.0000,0.0000
135.2500,-0.1047
135.5000,-0.2091
135.7500,-0.3129
136.0000,-0.4158
136.2500,-0.5176
136.5000,-0.6180
136.7500,-0.7167
137.0000,-0.8135
137.2500,-0.9080
137.5000,-1.0000
137.7500,-1.0893
138.0000,-1.1756
138.2500,-1.2586
138.5000,-1.3383
138.7500,-1.4142
139.0000,-1.4863
139.2500,-1.5543
139.5000,-1.6180
139.7500,-1.6773
140.0000,-1.7321
140.2500,-1.7820
140.5000,-1.8271
140.7500,-1.8672
141.0000,-1.9021
141.2500,-1.9319
141.5000,-1.9563
141.7500,-1.9754
142.0000,-1.9890
142.2500,-1.9973
142.5000,-2.0000
142.7500,-1.9973
143.0000,-1.9890
143.2500,-1.9754
143.5000,-1.9563
143.7500,-1.9319
144.0000,-1.9021
144.2500,-1.8672
144.5000,-1.8271
144.7500,-1.7820
145.0000,-1.7321
145.2500,-1.6773
145.5000,-1.6180
145.7500,-1.5543
146.0000,-1.4863
146.2500,-1.4142
146.5000,-1.3383
146.7500,-1.2586
147.0000,-1.1756
147.2500,-1.0893
147.5000,-1.0000
147.7500,-0.9080
148.0000,-0.8135
148.2500,-0.7167
148.5000,-0.6180
148.7500,-0.5176
149.0000,-0.4158
149.2500,-0.3129
149.5000,-0.2091
149.7500,-0.1047
150.0000,-0.0000
