UL_bitrate,DL_bitrate
0.0,0.0
0.0,0.0
0.0,0.0
13803.309786140253,4831.1584251490885
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42667.20292200733,14933.521022702565
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5701.182751406082,1995.4139629921287
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9.753489843971144,3.4137214453899003
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3719.298199887891,1301.7543699607618
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3778.0,1322.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5260.165002213417,1841.057750774696
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5108.861827852585,1788.1016397484045
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6800.491805097296,2380.1721317840534
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6559.910576501514,2295.9687017755296
0.0,0.0
0.0,0.0
0.0,0.0
42902.46713387944,15015.863496857804
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4233.569506549114,1481.7493272921897
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5058.894636581487,1770.6131228035204
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4776.146373685483,1671.651230789919
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7707.9124705828135,2697.7693647039846
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5299.669473001749,1854.884315550612
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5114.581742141271,1790.1036097494448
0.0,0.0
0.0,0.0
0.0,0.0
4298.691651920873,1504.5420781723053
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10202.764568825967,3570.9675990890883
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3898.0,1364.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
40696.90321151822,14243.916124031377
0.0,0.0
0.0,0.0
0.0,0.0
42095.386839505365,14733.385393826877
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
25523.96935053477,8933.389272687169
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9010.256683138843,3153.589839098595
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7923.8786651779465,2773.357532812281
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11177.536698526379,3912.1378444842326
0.0,0.0
0.0,0.0
0.0,0.0
2936.0425338824207,1027.6148868588473
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8766.983645707336,3068.4442759975673
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
40585.03943152647,14204.763801034263
0.0,0.0
0.0,0.0
0.0,0.0
41496.73756559759,14523.858147959156
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5742.936418436366,2010.0277464527278
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6448.013440246908,2256.8047040864176
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
25547.36099757826,8941.57634915239
0.0,0.0
0.0,0.0
0.0,0.0
9778.69113490721,3422.5418972175235
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9961.096468499743,3486.38376397491
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13701.033409956568,4795.361693484799
4044.700452095501,1415.6451582334253
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8766.563542640233,3068.2972399240816
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
473.04922517012227,165.5672288095428
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4374.726430174348,1531.1542505610216
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4443.196080623862,1555.1186282183517
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8276.33157600268,2896.7160516009376
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3770.16830071095,1319.5589052488324
557.300507295233,195.05517755333156
0.0,0.0
0.0,0.0
0.0,0.0
5397.422108675858,1889.0977380365503
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5189.658723270111,1816.380553144539
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5061.406608865022,1771.4923131027574
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4680.814135988242,1638.2849475958847
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
32478.3897838134,11367.43642433469
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
43021.82976531632,15057.64041786071
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4364.8301825067165,1527.6905638773508
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4687.860777172155,1640.7512720102543
0.0,0.0
0.0,0.0
0.0,0.0
40118.94861312718,14041.632014594512
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42657.57175256302,14930.150113397054
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5864.720369391424,2052.6521292869984
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5478.139760025148,1917.3489160088016
0.0,0.0
0.0,0.0
0.0,0.0
38171.31192359137,13359.959173256979
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
40060.619895361,14021.21696337635
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5024.013791659061,1758.4048270806713
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4990.283763577255,1746.599317252039
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5183.6258799738025,1814.2690579908308
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5439.066334876078,1903.6732172066272
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4171.799275942011,1460.1297465797038
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4605.787174513781,1612.0255110798232
0.0,0.0
0.0,0.0
0.0,0.0
38548.4593339158,13491.96076687053
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
43068.55471320636,15073.994149622224
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6969.124459546709,2439.193560841348
0.0,0.0
0.0,0.0
0.0,0.0
29610.660070165257,10363.73102455784
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4072.069321199457,1425.22426241981
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2987.247629934166,1045.536670476958
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5725.97150157025,2004.0900255495876
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5837.445909664042,2043.1060683824146
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3909.336122684296,1368.2676429395035
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4013.098413736715,1404.58444480785
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5180.3589109642835,1813.1256188374991
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6266.247989199064,2193.1867962196725
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8262.669112010053,2891.9341892035186
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7024.912177149823,2458.719262002438
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6740.387403459043,2359.1355912106646
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5229.689540555074,1830.3913391942758
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6015.922666601326,2105.5729333104637
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5697.542397600997,1994.1398391603489
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5275.001761882551,1846.2506166588928
0.0,0.0
0.0,0.0
0.0,0.0
9258.79885542905,3240.5795994001674
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42724.82141091184,14953.687493819143
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
31034.404001547948,10862.04140054178
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
41463.10301434927,14512.086055022242
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
40027.29924424704,14009.554735486465
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42827.43301832938,14989.601556415282
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
17495.64707028464,6123.476474599624
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
41373.050144960755,14480.567550736263
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5343.519100847901,1870.2316852967654
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5270.659986310838,1844.730995208793
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3861.2586279748975,1351.440519791214
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3902.2739255417846,1365.7958739396245
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5189.469536236238,1816.3143376826831
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5462.574106014109,1911.900937104938
0.0,0.0
0.0,0.0
0.0,0.0
5263.105286846398,1842.086850396239
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4162.608311065303,1456.9129088728557
0.0,0.0
0.0,0.0
0.0,0.0
37856.30898851261,13249.708145979414
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
39591.89162771814,13857.16206970135
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5302.600876517261,1855.9103067810413
0.0,0.0
0.0,0.0
0.0,0.0
30576.977997981474,10701.942299293516
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4451.787840096091,1558.1257440336317
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
38092.42081444172,13332.347285054602
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11000.603922995411,3850.211373048394
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4070.371970749393,1424.6301897622875
0.0,0.0
0.0,0.0
0.0,0.0
39650.7859681395,13877.775088848824
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42776.357320164316,14971.725062057509
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5668.9534404652795,1984.1337041628476
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4948.80171436459,1732.0806000276066
0.0,0.0
0.0,0.0
0.0,0.0
7375.9469609574335,2581.5814363351014
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3781.1165101227416,1323.3907785429594
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
35573.93897532306,12450.87864136307
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12085.477897477667,4229.917264117184
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
14772.635238298335,5170.422333404417
0.0,0.0
0.0,0.0
0.0,0.0
43261.976517218194,15141.691781026368
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4282.331616865314,1498.8160659028597
0.0,0.0
0.0,0.0
0.0,0.0
3773.095687830646,1320.5834907407261
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8568.537939354055,2998.9882787739193
0.0,0.0
0.0,0.0
0.0,0.0
5411.842773063564,1894.1449705722473
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9839.982074083062,3443.9937259290714
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
15862.964286271439,5552.037500195003
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4995.619157183319,1748.4667050141616
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5017.299995240531,1756.0549983341857
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4123.2001224341875,1443.1200428519655
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4260.299382956425,1491.1047840347485
0.0,0.0
0.0,0.0
3986.7667874791427,1395.3683756177
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
41566.17724925133,14548.162037237964
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8694.013971290617,3042.9048899517156
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3895.5925432339395,1363.4573901318788
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6601.168640583745,2310.4090242043108
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5128.422556258183,1794.947894690364
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
286.7481295024694,100.36184532586428
0.0,0.0
0.0,0.0
0.0,0.0
5832.894649045156,2041.5131271658045
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11056.895409842742,3869.9133934449596
0.0,0.0
0.0,0.0
0.0,0.0
42303.45807932391,14806.210327763367
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
15792.289851426709,5527.301447999348
4753.353728542051,1663.6738049897176
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4449.411434823615,1557.2940021882653
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5068.230462106969,1773.880661737439
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4577.753384392226,1602.2136845372788
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5126.942423520713,1794.4298482322495
0.0,0.0
0.0,0.0
0.0,0.0
42637.69521839938,14923.193326439781
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7664.667064216461,2682.633472475761
4288.958627316924,1501.1355195609235
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4883.678131058133,1709.2873458703464
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4942.265112855179,1729.7927894993124
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5607.9787902955595,1962.7925766034457
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3982.4889743086637,1393.8711410080323
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
41416.83379848157,14495.89182946855
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42204.81906175011,14771.686671612537
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
39604.7401286441,13861.659045025435
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
43174.37397754844,15111.030892141955
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10556.275768610281,3694.6965190135984
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5816.406676169201,2035.7423366592202
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5447.322475446952,1906.5628664064332
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5428.5629667415,1899.9970383595248
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5313.914489806661,1859.870071432331
0.0,0.0
0.0,0.0
0.0,0.0
5216.683645392906,1825.839275887517
4251.566066693204,1488.0481233426215
0.0,0.0
0.0,0.0
0.0,0.0
5273.5895176353115,1845.7563311723588
7535.720357617321,2637.502125166062
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5562.019302631278,1946.7067559209472
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5730.774734727782,2005.7711571547236
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4643.70817071587,1625.2978597505546
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42969.5330561696,15039.33656965936
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
41715.628071856845,14600.469825149894
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4762.178170111258,1666.76235953894
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5478.160563328381,1917.356197164933
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10603.41818568241,3711.1963649888435
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3957.1673938597855,1385.0085878509249
0.0,0.0
3653.7214230196873,1278.8024980568905
0.0,0.0
0.0,0.0
5631.078877884406,1970.877607259542
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42835.252065812456,14992.338223034358
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
33397.57496044131,11689.151236154457
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4256.735417490254,1489.8573961215889
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6999.324455648124,2449.763559476843
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4470.965127366982,1564.8377945784437
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8362.839059094162,2926.9936706829562
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9633.185439543113,3371.6149038400895
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
573.5785273479358,200.75248457177753
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6729.369589682101,2355.2793563887353
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7570.3089920000275,2649.6081472000096
0.0,0.0
0.0,0.0
0.0,0.0
43145.57463850526,15100.951123476842
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7079.952705749292,2477.9834470122523
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7649.438665300797,2677.3035328552787
0.0,0.0
0.0,0.0
0.0,0.0
40063.74633232929,14022.311216315251
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42539.375704961334,14888.781496736467
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
29353.208656126117,10273.62302964414
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5795.174115521099,2028.3109404323845
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3891.7872507907464,1362.1255377767611
0.0,0.0
0.0,0.0
38119.184677823454,13341.714637238209
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42068.01762230232,14723.806167805811
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6157.185779522834,2155.0150228329917
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10621.209414438274,3717.4232950533956
0.0,0.0
3835.8127675040064,1342.5344686264023
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5002.292383891867,1750.8023343621533
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4944.749718028903,1730.662401310116
0.0,0.0
0.0,0.0
0.0,0.0
43116.04710425013,15090.616486487545
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3990.723793377708,1396.7533276821976
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7293.61397101132,2552.764889853962
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3654.0484947015057,1278.916973145527
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
43294.0,15152.9
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12280.41885879443,4298.14660057805
0.0,0.0
0.0,0.0
3781.0,1323.35
3953.518718579386,1383.7315515027851
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6640.441159962416,2324.1544059868456
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
14254.173638811262,4988.960773583942
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5345.24651159225,1870.8362790572871
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5555.546968049979,1944.4414388174926
0.0,0.0
0.0,0.0
0.0,0.0
3814.7192665245498,1335.1517432835924
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11059.741398724696,3870.9094895536437
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4135.156787877512,1447.3048757571291
0.0,0.0
0.0,0.0
36889.054498637764,12911.169074523217
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
40175.98752132965,14061.595632465376
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3839.0064147112653,1343.6522451489427
603.002698175368,211.05094436137878
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5660.331546131271,1981.1160411459448
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11006.697283487063,3852.344049220472
0.0,0.0
0.0,0.0
0.0,0.0
43022.87201715291,15058.005206003518
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3947.1169510091827,1381.490932853214
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7018.123216518679,2456.3431257815378
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4252.25758483816,1488.290154693356
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3868.817590227794,1354.086156579728
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6959.689821658602,2435.8914375805107
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8789.069909075095,3076.174468176283
0.0,0.0
0.0,0.0
0.0,0.0
