DL_bitrate,UL_bitrate
1688555.044759212,590994.2656657242
2618882.361555187,916608.8265443154
270072.4186905728,94525.34654170046
293246.2012049496,102636.17042173234
1442583.8204299659,504904.337150488
2625396.7999162874,918888.8799707005
0.0,0.0
1996253.7199314535,698688.8019760087
1854385.3705923697,649034.8797073293
270676.45325561345,94736.75863946471
1837658.8068822424,643180.5824087848
1941743.6658289493,679610.2830401323
0.0,0.0
0.0,0.0
266329.25505685393,93215.23926989887
1936766.2689142716,677868.194119995
0.0,0.0
1787596.143076798,625658.6500768792
0.0,0.0
0.0,0.0
1061969.637371823,371689.373080138
1865232.7322462425,652831.4562861848
0.0,0.0
0.0,0.0
65866.17239268031,23053.16033743811
1926020.8726544024,674107.3054290408
0.0,0.0
1960940.5260072006,686329.1841025201
0.0,0.0
0.0,0.0
1657783.3139202988,580224.1598721045
1741017.9496542432,609356.2823789851
0.0,0.0
0.0,0.0
0.0,0.0
1840159.9485778334,644055.9820022417
0.0,0.0
1641862.4941912356,574651.8729669325
0.0,0.0
0.0,0.0
269459.3075097826,94310.7576284239
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1996721.6896021396,698852.5913607489
0.0,0.0
0.0,0.0
0.0,0.0
1969609.6779990112,689363.3872996538
0.0,0.0
1744358.4494804242,610525.4573181485
1141368.2431518738,399478.8851031558
0.0,0.0
1612590.5571585395,564406.6950054888
1932403.83582596,676341.3425390859
266856.07262513327,93399.62541879664
1369485.060276291,479319.77109670185
1696757.769918892,593865.2194716121
2003043.3946266992,701065.1881193446
0.0,0.0
1986877.13050725,695406.9956775375
0.0,0.0
0.0,0.0
885275.7657914874,309846.51802702056
1936092.863880582,677632.5023582036
2665.5041757101058,932.9264614985369
726452.4216586022,254258.34758051074
1319467.7782405023,461813.7223841758
1970504.4200479174,689676.547016771
0.0,0.0
1885677.5394225449,659987.1387978906
0.0,0.0
0.0,0.0
1112002.9452865762,389201.0308503016
1968571.3895744553,688999.9863510593
0.0,0.0
0.0,0.0
0.0,0.0
1966145.5004389195,688150.9251536218
0.0,0.0
1887224.3093140796,660528.5082599279
269359.63806346874,94275.87332221406
0.0,0.0
1201887.6579469263,420660.6802814242
1806493.6152257018,632272.7653289957
0.0,0.0
0.0,0.0
0.0,0.0
1830416.895249853,640645.9133374485
0.0,0.0
1629810.7449691806,570433.7607392132
0.0,0.0
0.0,0.0
461563.8778436356,161547.35724527246
1806476.5160361233,632266.7806126431
0.0,0.0
0.0,0.0
0.0,0.0
1842847.603982498,644996.6613938742
0.0,0.0
1614532.3106479102,565086.3087267686
0.0,0.0
0.0,0.0
278040.04418516136,97314.01546480646
1997167.3384645027,699008.5684625759
0.0,0.0
0.0,0.0
0.0,0.0
1932051.1760401146,676217.91161404
0.0,0.0
1691316.1570671957,591960.6549735185
486902.8586594631,170416.00053081207
0.0,0.0
1907459.0877471797,667610.6807115128
2593033.134863008,907561.5972020527
770272.868283367,269595.50389917847
1258091.630775626,440332.0707714691
1311137.3396659656,458898.06888308795
2550060.6208300563,892521.2172905196
0.0,0.0
2425629.035153344,848970.1623036703
866849.6189661674,303397.36663815856
0.0,0.0
1974909.9038992953,691218.4663647533
1691222.927480978,591928.0246183423
0.0,0.0
0.0,0.0
0.0,0.0
1794984.042784836,628244.4149746925
0.0,0.0
1603864.2458836185,561352.4860592664
0.0,0.0
0.0,0.0
269487.6077878951,94320.66272576326
1866376.246007119,653231.6861024917
0.0,0.0
0.0,0.0
0.0,0.0
1867851.487080113,653748.0204780395
0.0,0.0
1636604.3854429491,572811.5349050321
0.0,0.0
0.0,0.0
338147.71197776345,118351.6991922172
1915108.801586664,670288.0805553324
0.0,0.0
0.0,0.0
268190.97270858753,93866.84044800563
1915672.2809285594,670485.2983249958
0.0,0.0
1867111.086665719,653488.8803330016
0.0,0.0
0.0,0.0
1522139.5141414749,532748.8299495162
1936436.981513847,677752.9435298464
0.0,0.0
0.0,0.0
269257.25244403223,94240.03835541128
1958171.6491470193,685360.0772014566
0.0,0.0
1880934.2595573068,658326.9908450573
2681.311643153482,938.4590751037185
0.0,0.0
1147316.251140076,401560.68789902655
1877141.5289444742,656999.5351305659
0.0,0.0
0.0,0.0
0.0,0.0
1887799.4349089144,660729.80221812
0.0,0.0
1682217.4547984346,588776.1091794521
0.0,0.0
0.0,0.0
454414.4438300396,159045.05534051385
2217046.757560625,775966.3651462188
0.0,0.0
0.0,0.0
0.0,0.0
1977094.1467810639,691982.9513733723
0.0,0.0
1750960.3711394125,612836.1298987943
1606724.031811211,562353.4111339238
0.0,0.0
1713151.677215126,599603.0870252941
2547472.9924588413,891615.5473605944
265319.8017152204,92861.93060032713
2665.0,932.7499999999999
271214.5843530136,94925.10452355475
2007352.5379287552,702573.3882750643
0.0,0.0
1937856.0646100407,678249.6226135142
973060.7496936712,340571.26239278493
0.0,0.0
1872379.957606604,655332.9851623113
1876890.7785046808,656911.7724766382
0.0,0.0
0.0,0.0
4982.854470007427,1743.9990645025994
1902024.7758800958,665708.6715580334
0.0,0.0
1788104.7681484788,625836.6688519676
0.0,0.0
0.0,0.0
821103.9984009272,287386.3994403245
1987565.7100497608,695647.9985174162
0.0,0.0
269409.1552223467,94293.20432782134
303420.8403003516,106197.29410512306
1987652.02139995,695678.2074899825
0.0,0.0
1904323.6292615111,666513.2702415289
2663.968397066438,932.3889389732532
0.0,0.0
1394995.625141057,488248.4687993699
1992181.691595576,697263.5920584516
0.0,0.0
273395.8395916583,95688.54385708041
495092.330897121,173282.31581399235
1990582.6714029068,696703.9349910173
0.0,0.0
1892291.9220759969,662302.1727265989
2664.466557322159,932.5632950627556
0.0,0.0
1462493.8643385158,511872.8525184805
1939788.1851486964,678925.8648020437
269428.5661389006,94299.9981486152
1645888.2484216916,576060.886947592
1919021.505490741,671657.5269217594
2418574.8964078045,846501.2137427315
271563.6100582544,95047.26352038902
2016185.338484774,705664.8684696709
270661.3279284171,94731.46477494597
0.0,0.0
322590.9071755461,112906.81751144113
1803521.6634166283,631232.5821958198
0.0,0.0
0.0,0.0
0.0,0.0
1871275.7925793435,654946.5274027702
0.0,0.0
1715145.8342785446,600301.0419974906
0.0,0.0
0.0,0.0
286619.91613111895,100316.97064589163
1761665.2969622128,616582.8539367744
0.0,0.0
0.0,0.0
0.0,0.0
1799830.2779258962,629940.5972740636
0.0,0.0
1519430.0947171536,531800.5331510038
0.0,0.0
0.0,0.0
269695.4409876732,94393.4043456856
1748526.9767163289,611984.4418507151
0.0,0.0
0.0,0.0
0.0,0.0
1781567.9379517918,623548.7782831271
0.0,0.0
1496877.250531918,523907.03768617124
0.0,0.0
0.0,0.0
270625.32565184333,94718.86397814516
1676567.243640319,586798.5352741115
0.0,0.0
0.0,0.0
0.0,0.0
1744582.8914657002,610604.0120129951
0.0,0.0
1503783.7802954877,526324.3231034207
0.0,0.0
0.0,0.0
2704.1433089808133,946.4501581432846
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1909565.0653420095,668347.7728697032
0.0,0.0
0.0,0.0
0.0,0.0
1901102.6590979786,665385.9306842925
0.0,0.0
1705936.266526449,597077.6932842571
0.0,0.0
0.0,0.0
1104144.811990837,386450.68419679295
1962405.6958524468,686841.9935483563
0.0,0.0
0.0,0.0
271511.1002772988,95028.88509705459
1965681.7444842525,687988.6105694884
0.0,0.0
1911972.692831067,669190.4424908734
265230.28975501773,92830.6014142562
0.0,0.0
1639735.4141312866,573907.3949459502
1984883.1857578207,694709.1150152372
0.0,0.0
0.0,0.0
0.0,0.0
1867587.6613753133,653655.6814813596
0.0,0.0
1356270.7557550273,474694.7645142595
269290.5752756836,94251.70134648925
0.0,0.0
915044.8480310757,320265.6968108765
1925863.6368367595,674052.2728928658
0.0,0.0
0.0,0.0
2815.58676328862,985.455367151017
1923715.5782540906,673300.4523889316
0.0,0.0
1761190.3218330962,616416.6126415837
0.0,0.0
0.0,0.0
806482.8695958774,282269.00435855705
1997961.1106953735,699286.3887433807
200790.77988633036,70276.77296021562
315227.08715962555,110329.48050586894
699742.9930512632,244910.0475679421
1997490.6815842274,699121.7385544796
0.0,0.0
1934620.475334071,677117.1663669249
2666.7907054897487,933.376746921412
0.0,0.0
1562301.753471831,546805.6137151408
1927395.3165568698,674588.3607949044
0.0,0.0
0.0,0.0
0.0,0.0
1935490.7915546799,677421.7770441379
0.0,0.0
1883883.3133577544,659359.159675214
0.0,0.0
0.0,0.0
1407455.0183130943,492609.256409583
1903136.2339798214,666097.6818929375
0.0,0.0
1099799.1332082788,384929.6966228976
1598485.21644768,559469.825756688
1993048.610994935,697567.0138482272
0.0,0.0
1941582.6538560994,679553.9288496347
0.0,0.0
0.0,0.0
366858.69236493774,128400.5423277282
1961353.616651173,686473.7658279105
0.0,0.0
270023.07116363506,94508.07490727227
274493.91092538775,96072.86882388571
1944176.1802663337,680461.6630932167
0.0,0.0
1741492.916031993,609522.5206111975
0.0,0.0
0.0,0.0
784297.685705935,274504.1899970772
2400195.186299032,840068.3152046612
0.0,0.0
0.0,0.0
0.0,0.0
1976311.585611721,691709.0549641023
0.0,0.0
1849321.6658522347,647262.5830482821
566424.0475572817,198248.41664504856
0.0,0.0
1921230.5086229544,672430.678018034
1873514.6408049313,655730.124281726
0.0,0.0
0.0,0.0
0.0,0.0
1887461.6749119463,660611.5862191812
0.0,0.0
1698586.4443922276,594505.2555372796
0.0,0.0
0.0,0.0
491412.6481292743,171994.426845246
1990858.6251286326,696800.5187950213
0.0,0.0
0.0,0.0
0.0,0.0
1941445.7809736417,679506.0233407746
0.0,0.0
1791404.1668160881,626991.4583856309
634568.7252215595,222099.0538275458
0.0,0.0
1911961.6569190875,669186.5799216806
2540657.3464145605,889230.0712450962
0.0,0.0
0.0,0.0
0.0,0.0
1982044.8239476893,693715.6883816912
0.0,0.0
1673539.5514070832,585738.8429924791
1595276.4485043238,558346.7569765133
0.0,0.0
1707380.4893999745,597583.171289991
1988186.0414850328,695865.1145197614
0.0,0.0
279341.23320952203,97769.43162333271
912642.3450078085,319424.820752733
2005931.9405263436,702076.1791842203
0.0,0.0
1974053.1238171349,690918.5933359972
275222.99717809167,96328.04901233208
0.0,0.0
1352296.7318851696,473303.85615980934
2048913.275678144,717119.6464873503
269629.16559815186,94370.20795935314
396296.5982034108,138703.80937119378
1368789.8329297532,479076.4415254136
2453380.3529622993,858683.1235368047
0.0,0.0
2002133.994040615,700746.8979142152
1526990.4910280544,534446.671859819
0.0,0.0
1911781.6497615061,669123.5774165271
2001103.1816096194,700386.1135633667
0.0,0.0
0.0,0.0
0.0,0.0
1949418.4711432033,682296.4649001211
0.0,0.0
1763515.256391513,617230.3397370295
475357.9391804191,166375.27871314666
0.0,0.0
1743210.6573311535,610123.7300659037
1925910.2410863931,674068.5843802375
0.0,0.0
4313.205586563325,1509.6219552971636
279532.51803631935,97836.38131271176
1954216.7545654664,683975.8640979133
0.0,0.0
1884348.1669873875,659521.8584455856
0.0,0.0
0.0,0.0
1110685.5126319532,388739.9294211836
1907378.9360778877,667582.6276272606
0.0,0.0
0.0,0.0
269967.7657167149,94488.7180008502
1934063.238169431,676922.1333593008
0.0,0.0
1842557.4987146282,644895.1245501199
0.0,0.0
0.0,0.0
908935.3324636082,318127.36636226287
2007053.849423057,702468.8472980699
268195.3801831892,93868.3830641162
283580.17866832373,99253.0625339133
700370.3107882023,245129.6087758708
1997893.6540518561,699262.7789181496
0.0,0.0
1925912.7055022875,674069.4469258005
275695.98203909915,96493.59371368469
0.0,0.0
1784895.7894013675,624713.5262904787
1933061.7412701133,676571.6094445396
266358.9829857288,93225.64404500509
1197587.3067711545,419155.55736990407
