UL_bitrate,DL_bitrate
18095.76475063023,6333.51766272058
33123.580292680475,11593.253102438166
14237.700737124493,4983.195257993572
69035.1636032684,24162.30726114394
34378.16032868251,12032.356115038878
18973.339877978506,6640.668957292477
31413.295396459023,10994.653388760658
24133.322838005948,8446.662993302081
16083.983444468286,5629.3942055639
20395.70537919206,7138.496882717221
16071.424081484587,5624.998428519605
28609.82947528792,10013.44031635077
14216.179654841324,4975.662879194463
69045.14669771679,24165.801344200874
30939.66645177151,10828.883258120028
23928.12612494837,8374.844143731929
32857.38764225807,11500.085674790325
28697.64188166236,10044.174658581825
16103.912258118868,5636.369290341603
21239.29310508962,7433.752586781366
17924.64626292135,6273.6261920224715
29046.76536692598,10166.367878424093
13963.095859480944,4887.08355081833
69011.82167181565,24154.137585135475
32350.223994685774,11322.57839814002
31781.618970731146,11123.5666397559
35219.99872111566,12326.999552390482
33205.288227725985,11621.850879704094
19887.808485906444,6960.732970067255
31303.572091900867,10956.250232165303
20595.69634465479,7208.493720629175
34531.5356299005,12086.037470465175
15319.261332129197,5361.741466245218
69082.0,24178.699999999997
35385.84095261116,12385.044333413904
20380.606346322973,7133.21222121304
32945.96017251994,11531.086060381978
19969.02226681614,6989.157793385649
16991.183514778815,5946.914230172585
20721.2984659783,7252.454463092405
18202.81257772198,6370.984402202693
33450.6772107253,11707.737023753854
14924.457557434645,5223.560145102126
69032.02459483429,24161.208608192002
32290.379862811085,11301.63295198388
27062.228556135244,9471.779994647335
32960.15623134306,11536.054680970072
30600.028890802103,10710.010111780735
16590.76584501946,5806.768045756811
21903.20573054184,7666.122005689643
18886.166641487427,6610.158324520599
31916.489959432052,11170.771485801217
14222.339068362273,4977.818673926795
69074.24395285986,24175.98538350095
34180.02773879663,11963.009708578818
17024.403337330885,5958.541168065809
30445.339196066227,10655.868718623178
21267.0107210431,7443.453752365085
16840.30229509637,5894.10580328373
20567.617030241592,7198.665960584557
15746.517019854076,5511.280956948926
30393.797453178668,10637.829108612534
14882.254106314404,5208.788937210041
69065.21804789771,24172.826316764196
30343.37782290304,10620.182238016063
33687.08298335749,11790.479044175121
37426.96566273861,13099.437981958512
34998.52048066044,12249.482168231152
28552.88969803093,9993.511394310824
32812.671783009995,11484.435124053498
27624.247865486137,9668.486752920147
34385.456310543464,12034.909708690211
16497.421155514643,5774.097404430125
69082.0,24178.699999999997
36350.71796063883,12722.75128622359
37093.166266311586,12982.608193209055
47669.049424230245,16684.167298480585
37718.76474970888,13201.567662398105
32483.272601572633,11369.145410550422
35488.07561158853,12420.826464055985
32493.396597433926,11372.688809101874
56622.53802832568,19817.888309913986
29034.522539138216,10162.082888698375
69082.0,24178.699999999997
49652.45801980552,17378.36030693193
36043.23220860266,12615.131273010931
43071.70528917008,15075.096851209528
38770.4945733119,13569.673100659165
29987.39895771661,10495.589635200813
34445.69250170445,12055.992375596556
31434.166128093675,11001.958144832786
39811.38172537431,13933.983603881008
19403.85225656953,6791.348289799335
69082.0,24178.699999999997
45409.01347374226,15893.154715809791
32639.857981235593,11423.950293432457
36169.33237243043,12659.266330350649
33860.50636141272,11851.177226494452
21508.96543073522,7528.137900757327
29770.565469372475,10419.697914280367
22012.451557818244,7704.358045236385
34696.303692927075,12143.706292524475
18284.37338496881,6399.530684739083
69082.0,24178.699999999997
37685.88592603779,13190.060074113224
35009.07455521705,12253.176094325967
46232.75960865152,16181.46586302803
35689.49101814774,12491.321856351708
31942.914429662167,11180.020050381758
34742.07696577746,12159.72693802211
32503.70701324886,11376.2974546371
40837.25103121151,14293.037860924029
18814.551123820707,6585.092893337247
69082.0,24178.699999999997
45818.19279667974,16036.367478837907
19792.390693351746,6927.336742673111
28596.99283589849,10008.947492564472
27693.641353358384,9692.774473675434
14799.87744717071,5179.957106509748
18267.036330526997,6393.462715684448
16110.88961342878,5638.811364700073
29393.01588618854,10287.555560165989
14266.0,4993.099999999999
69028.84555984885,24160.095945947098
33425.517600316416,11698.931160110746
28417.382064589026,9946.08372260616
32582.069889339782,11403.724461268923
29794.229586884216,10427.980355409474
15069.215138873566,5274.225298605747
22767.328337804676,7968.5649182316365
16218.238360388315,5676.38342613591
30444.840348577673,10655.694122002185
14130.0,4945.5
68153.99180981757,23853.89713343615
30191.69916994769,10567.094709481691
34094.370666391835,11933.029733237141
36512.61622016185,12779.415677056646
36304.71354169042,12706.649739591647
19778.581303546864,6922.503456241402
33116.18290008834,11590.664015030918
23454.78543614562,8209.174902650966
34592.175212270675,12107.261324294735
16727.63624240741,5854.672684842593
69082.0,24178.699999999997
37876.99901961285,13256.949656864497
35060.05265098298,12271.018427844043
41704.94544751085,14596.730906628796
37870.85110766957,13254.79788768435
28490.592680776048,9971.707438271616
35251.12364320845,12337.893275122957
31932.514973873534,11176.380240855737
37540.67468657897,13139.236140302639
16983.56602155838,5944.248107545433
69082.0,24178.699999999997
42047.917382745894,14716.771083961063
29235.000266401075,10232.250093240376
35118.770011479384,12291.569504017783
32411.582182959897,11344.053764035963
21488.40216030181,7520.940756105633
30026.892293595305,10509.412302758356
20312.24049540542,7109.284173391896
34512.83787601088,12079.493256603808
16244.851440534692,5685.698004187142
69082.0,24178.699999999997
35289.14863577821,12351.202022522373
14505.162051868196,5076.806718153868
19412.32497251619,6794.313740380667
15472.674216688707,5415.435975841047
14279.8984835804,4997.96446925314
15390.701488247856,5386.74552088675
14211.381626273194,4973.983569195618
17895.66955362771,6263.484343769698
0.0,0.0
67302.08961611392,23555.731365639873
18811.92132878075,6584.172465073262
19777.264817295458,6922.04268605341
28520.747104290855,9982.261486501799
27701.15748993277,9695.40512147647
14788.523134965193,5175.983097237818
18144.178058733796,6350.462320556829
15977.602787192423,5592.160975517348
29008.277498486914,10152.897124470419
14266.0,4993.099999999999
69022.64566325839,24157.925982140434
33312.672863786356,11659.435502325225
29608.429186485046,10362.950215269766
34845.513575608864,12195.929751463102
32754.753989762,11464.1638964167
20432.70300919819,7151.446053219366
29119.622374742732,10191.867831159956
20472.788497484507,7165.475974119578
34300.75395147737,12005.263883017078
16305.196953276833,5706.818933646891
69082.0,24178.699999999997
35622.49177154226,12467.872120039792
19753.958159238195,6913.885355733368
32127.35170432214,11244.573096512748
19211.26143859098,6723.941503506842
16721.66127104148,5852.581444864518
19683.180958142413,6889.113335349844
18541.63559737252,6489.572459080381
33910.85289900176,11868.798514650614
15068.332595278853,5273.916408347598
69058.19584455501,24170.368545594254
33292.485775861,11652.370021551349
33464.641340312606,11712.62446910941
42014.003952334584,14704.901383317103
34983.356151542,12244.1746530397
30823.533718441708,10788.236801454597
33200.38150147774,11620.133525517209
27379.635366107217,9582.872378137525
34990.11325826728,12246.539640393547
19007.683114095867,6652.689089933553
69082.0,24178.699999999997
37693.25351407242,13192.638729925347
28239.96194275163,9883.986679963069
36423.40814913144,12748.192852196004
32147.862657512684,11251.751930129438
33445.10430656112,11705.786507296392
30893.70151299181,10812.795529547133
27924.018313140896,9773.406409599313
36923.36158258706,12923.17655390547
20293.894994177994,7102.8632479622975
69082.0,24178.699999999997
39043.75627436239,13665.314696026837
30751.366888648183,10762.978411026863
33122.604611496296,11592.911614023702
31476.92444141082,11016.923554493787
14911.225635630628,5218.92897247072
21976.80063395209,7691.880221883232
17056.998621125706,5969.949517393997
27830.370825039987,9740.629788763994
13484.483992847086,4719.56939749648
67256.66834707251,23539.833921475376
30014.90963665167,10505.218372828085
22266.246737324513,7793.186358063579
31110.140175253073,10888.549061338575
29881.64248115753,10458.574868405136
18264.443378412812,6392.555182444484
19818.577330081353,6936.502065528473
18957.469947224545,6635.114481528591
28549.32645087752,9992.264257807132
14145.242306679034,4950.834807337662
69077.9911272606,24177.296894541207
33655.45998176772,11779.410993618701
21246.27208857489,7436.195231001211
33060.708172380015,11571.247860333004
29753.947595088535,10413.881658280987
17500.767420762488,6125.2685972668705
20495.38510779414,7173.384787727949
17210.53497568414,6023.687241489448
30073.05673731582,10525.569858060537
14407.124503881916,5042.49357635867
69077.679379169,24177.18778270915
33489.36541802105,11721.277896307367
27790.789499059116,9726.776324670689
30810.61847394614,10783.716465881147
30288.72663263544,10601.054321422404
14552.804078275201,5093.48142739632
20833.571656501495,7291.750079775523
15154.616051172885,5304.115617910509
21507.0527096094,7527.46844836329
13503.602122331644,4726.260742816075
65972.26194006088,23090.291679021306
27695.0812986835,9693.278454539224
16317.21780843458,5711.026232952103
20007.313944220896,7002.5598804773135
16510.760009785477,5778.766003424917
14200.765205596588,4970.267821958805
15294.315697789405,5353.0104942262915
14280.0,4998.0
18646.91692057368,6526.420922200788
0.0,0.0
64937.95112857586,22728.28289500155
19678.88511080474,6887.609788781658
22400.546366024264,7840.1912281084915
30222.092743269695,10577.732460144392
32516.041173004814,11380.614410551685
16156.776652130613,5654.871828245714
19296.74496601593,6753.8607381055745
15423.98123287284,5398.393431505494
22538.83215323033,7888.591253630615
14266.0,4993.099999999999
69043.97104635954,24165.389866225836
32409.74827646603,11343.41189676311
34253.278058951495,11988.647320633023
43922.44823581086,15372.856882533799
35500.56658471293,12425.198304649524
31806.362886179177,11132.227010162711
34617.226311629696,12116.029209070393
31981.22705575163,11193.42946951307
38834.431356541885,13592.05097478966
19972.369061237565,6990.329171433147
69082.0,24178.699999999997
42264.70856799001,14792.647998796503
29949.87060779568,10482.454712728488
35109.45841696741,12288.310445938594
32672.457941203676,11435.360279421286
21902.849837914076,7665.997443269926
29124.127364352684,10193.444577523438
20389.242439135942,7136.23485369758
34108.660651755876,11938.031228114556
16234.496383097714,5682.0737340842
69082.0,24178.699999999997
35393.48876357809,12387.72106725233
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
17280.295558765207,6048.103445567822
0.0,0.0
15845.101210615552,5545.785423715443
19455.744690660333,6809.510641731116
16382.222026984493,5733.777709444572
13972.571517446388,4890.4000311062355
15117.130477186152,5290.995667015153
14280.0,4998.0
18684.29341648255,6539.5026957688915
0.0,0.0
64768.668806931906,22669.034082426166
20210.095926208796,7073.533574173079
20313.35815283989,7109.675353493961
31790.446742850807,11126.656359997782
21710.568551142736,7598.698992899957
15317.109371505554,5360.988280026943
19801.015484987976,6930.355419745792
15843.367785417162,5545.178724896006
27777.781198155713,9722.2234193545
14024.495300315857,4908.5733551105495
68757.80761503291,24065.23266526152
29023.827236160632,10158.33953265622
34319.84446350842,12011.945562227947
39321.05511879352,13762.369291577732
45419.12427721118,15896.693497023913
21163.914473725017,7407.370065803755
36284.9139345778,12699.71987710223
30712.388275185633,10749.335896314971
35157.737743891244,12305.208210361934
17354.628211136624,6074.119873897818
69082.0,24178.699999999997
40987.376718206804,14345.58185137238
19923.54777031531,6973.241719610358
30101.25873119316,10535.440555917605
22950.132323152895,8032.546313103513
14734.439185644847,5157.0537149756965
19825.702993319483,6938.996047661819
15472.99996597032,5415.549988089612
28657.44073597357,10030.104257590749
14131.965307646038,4946.187857676113
68660.07390901161,24031.02586815406
30166.203016019106,10558.171055606686
20786.909185717293,7275.418215001052
32454.263988204362,11358.992395871526
30320.523854812785,10612.183349184474
16108.983969920557,5638.144389472194
28622.848838383186,10017.997093434115
16839.7210026697,5893.902350934394
21832.962560963602,7641.53689633726
13282.153744559637,4648.753810595873
68604.711852018,24011.649148206296
25130.419786476374,8795.64692526673
35115.81893980468,12290.536628931637
41513.33273135151,14529.666455973027
34212.52230069807,11974.382805244322
28653.544502568235,10028.74057589888
33081.82684945215,11578.63939730825
32771.33927707985,11469.968746977947
45437.950482682245,15903.282668938784
18496.545577824054,6473.790952238419
69082.0,24178.699999999997
54201.18696616078,18970.41543815627
30058.09069046901,10520.331741664153
34862.871899427446,12202.005164799606
32743.86339414858,11460.352187952001
20660.36138941136,7231.126486293975
28776.07708962626,10071.62698136919
20556.38190834483,7194.733667920689
34096.900764372,11933.915267530201
16013.694749855542,5604.7931624494395
69082.0,24178.699999999997
35653.54378346091,12478.740324211318
35455.95818129665,12409.585363453827
41597.26068564016,14559.041239974056
39410.01028448224,13793.503599568783
20421.58127941096,7147.553447793835
33865.3313008857,11852.865955309995
30157.244599352736,10555.035609773457
37465.12320015628,13112.793120054697
18968.18666470998,6638.865332648493
69082.0,24178.699999999997
47465.30049609346,16612.85517363271
19437.13426822512,6802.996993878792
32877.79694583193,11507.228931041174
22443.49226937318,7855.222294280612
18800.98740933176,6580.345593266115
21649.750392198996,7577.412637269648
17532.216786054676,6136.275875119136
31677.0758980833,11086.976564329156
14228.41041507418,4979.943645275963
69078.32547942532,24177.413917798858
32445.45326488305,11355.908642709066
16492.66350168607,5772.432225590124
32762.139986547063,11466.748995291471
20473.85365267058,7165.848778434703
21641.37706771647,7574.481973700764
21983.807429384127,7694.332600284444
16836.568673264588,5892.799035642605
33418.21426203985,11696.374991713947
16751.034667683376,5862.862133689181
69082.0,24178.699999999997
32063.663629336872,11222.282270267904
18089.83459130962,6331.442106958367
29711.959753469637,10399.185913714373
21392.598936769748,7487.409627869411
17563.664266830026,6147.2824933905085
19646.035794640287,6876.1125281241
17468.76166182676,6114.066581639366
28292.795971123072,9902.478589893075
14257.657715710986,4990.180200498845
69076.14245462163,24176.64985911757
32028.641413618396,11210.024494766438
20416.494022128158,7145.772907744855
32947.598424408745,11531.65944854306
21555.888592894757,7544.561007513164
18462.996759969166,6462.048865989208
20436.73864355767,7152.858525245184
18517.341232725965,6481.069431454087
32115.717316908635,11240.50106091802
14841.14448183658,5194.400568642803
69074.07251188639,24175.925379160235
32894.10305709308,11512.936069982577
32956.44125602788,11534.754439609756
36049.373458348586,12617.280710422005
33692.63154145815,11792.421039510351
21475.33737231759,7516.368080311156
31831.064566107598,11140.87259813766
28244.29284423999,9885.502495483996
35040.04206970025,12264.014724395087
16252.93906876235,5688.5286740668225
69082.0,24178.699999999997
37485.35347889831,13119.873717614408
16217.032556081293,5675.961394628452
19770.251715422102,6919.588100397736
16661.853673115707,5831.648785590497
13683.572810362655,4789.250483626929
15331.328561736776,5365.964996607871
14076.83439318953,4926.892037616335
19773.96952223217,6920.889332781259
0.0,0.0
64858.16951599439,22700.359330598036
20593.12512994132,7207.593795479462
32457.05207499623,11359.96822624868
35717.18050040945,12501.013175143307
33806.574815475935,11832.301185416576
21426.938356657534,7499.4284248301365
32080.676110962362,11228.236638836826
27915.18907131449,9770.316174960071
35949.22304835781,12582.228066925232
16196.655386058657,5668.82938512053
69082.0,24178.699999999997
40151.234005029044,14052.931901760165
31443.920998769703,11005.372349569396
36042.50860894245,12614.878013129857
33526.83448173793,11734.392068608277
27965.64733499163,9787.97656724707
30750.628980159425,10762.720143055798
22157.33639365856,7755.067737780495
34875.12390579763,12206.29336702917
17519.884126851073,6131.959444397875
69082.0,24178.699999999997
37548.93053891583,13142.125688620541
32730.990736962613,11455.846757936913
37556.93991722905,13144.928971030167
34363.88048106498,12027.358168372743
28401.232396648367,9940.431338826927
31819.178646906425,11136.712526417248
21692.176919078887,7592.26192167761
35790.446085635,12526.656129972249
18738.855154203295,6558.599303971153
69082.0,24178.699999999997
40298.820692387584,14104.587242335654
28041.3532346746,9814.473632136109
33347.769211087434,11671.719223880602
31412.0916477776,10994.232076722159
16379.347194313068,5732.771518009574
27962.379971380073,9786.832989983024
17683.750741845633,6189.312759645972
30792.636890498743,10777.42291167456
14538.567335052952,5088.498567268533
68926.9932055261,24124.447621934134
31736.5020455693,11107.775715949254
18218.759531502208,6376.565836025772
28105.6404506554,9836.97415772939
19393.098887170367,6787.584610509628
15865.789454273263,5553.026308995642
16310.437687232015,5708.653190531205
15015.850099343688,5255.54753477029
27264.48841184835,9542.570944146923
14265.271000471095,4992.844850164883
69046.44746355651,24166.25661224478
30812.156518606404,10784.25478151224
29708.380194030324,10397.933067910613
35162.79185375757,12306.977148815147
32760.66235270733,11466.231823447566
21474.20685180743,7515.9723981326
30334.352676035538,10617.023436612437
20660.497700630156,7231.174195220554
34498.38831086195,12074.43590880168
16173.626005220764,5660.769101827267
69082.0,24178.699999999997
35459.041251147,12410.664437901449
16068.888580632523,5624.111003221383
